직종,세부직종,직무태그,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_y,근무경력_m,근무경력_d
건설·기계·전기·전자,반도체·디스플레이·광학,반도체장비,기타,"서울,경기,해외",연세대학교,생물학과,없음,無,69.22274881516587,0,0,0
IT·게임,전산사무·전산관리,"파워빌더, 오라클 , 전산직",기타,"서울,대전,",한밭대학교,전산학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"MD, MR, 금융, 유통, 마케팅,의류",기타,"서울,,",서울여자대학교,경영학과,TOEIC,有,80.0,0,0,0
경영·기획·회계·사무,무역·수출입·운송사무,"일본무역,일어강사,번역,통역",기타,"서울,,",서울여자대학교,식품영양,JLPT,有,70.0,0,0,0
경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산,생산관리,공정관리,기계,일본어","정규직, 계약직, 해외취업","부산,전국,중국",동의대학교,기계공학과,JLPT,無,71.30162703379224,14,6,5290
경영·기획·회계·사무,경리·회계,"결산,경리,부가세신고,세무,세무회계,원가,원천세,회계,감사",정규직,"서울,경기,제주",세종대학교,경영학과,없음,無,80.0,6,4,2310
IT·게임,웹프로그래머,"프로그래머,닷넷,.NET","정규직, 계약직, 파견직, ","서울,서울,기타",선문대학교,컴퓨터공학과,없음,有,70.0,6,10,2490
디자인,그래픽디자인·CG,"산업디자인,일러스트,캐릭터,편집디자인,포토샵,맥디자인,게임디자인",기타,"서울,경기,해외",성신여자대학교,산업디자인학과,TOEIC,無,80.0,0,0,0
경영·기획·회계·사무,경리·회계,"영어,불어,Excel,일본어,어학연수,word,photoshop",정규직,"서울,서울,경기",중앙대학교,불어학과,TOEIC,無,70.0,1,0,365
영업·판매·TM,영업관리·영업지원,전자화폐 Solution 영업,기타,"서울,서울,서울",한림대학교,통계학과,없음,無,80.0,0,0,0
경영·기획·회계·사무,인사·노무·교육·인재개발,"일본어,영업,기획,무역,통관,제약,화장,워드,운전",기타,"인천,서울,경기",전주대학교,국제학과,없음,有,70.0,1,10,665
문화·예술·신문·방송,영상·음향·사진·카메라,편집,기타,"경기,서울,",성균관대학교,아동학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,구매·자재사무,"구매,자재관리",기타,"서울,전남,광주",광주대학교,경영학과,없음,無,90.0,0,0,0
전문·교육·자격,법률·법무·특허·상표,"법률,사무장,법무,변호사,법무법인",기타,"서울,경기,",수원대학교,법학과,없음,有,70.0,9,6,3465
경영·기획·회계·사무,경영·기획·전략,"관리,기획",기타,"서울,경기,",상지대학교,안경학과,없음,有,70.0,0,0,0
경영·기획·회계·사무,경리·회계,"재무,자금,조달,분석,이자,금융,운용,발행,ABS,유동화,기획",기타,"서울,경기,",연세대학교,경영학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,무역·수출입·운송사무,없음,기타,"서울,경기,",경기대학교,안경학과,없음,無,70.0,0,0,0
영업·판매·TM,영업·영업기획,영업관리,기타,"서울,경기,",중앙대학교,철학과,없음,無,80.0,0,0,0
디자인,제품·산업디자인,"금속디자인, 패션 악세사리 디자인,포토&#49406;, 일러스트",기타,"서울,경기,",서원대학교,시각학과,없음,無,30.0,0,0,0
영업·판매·TM,해외영업,"일본어번역,통역,해외무역,영업,번역,호텔,면세점,서비스",기타,"서울,,",신라대학교,경제학과,JLPT,無,80.0,0,0,0
IT·게임,전산사무·전산관리,일본어,기타,"서울,인천,",인천대학교,일본학과,JLPT,有,70.0,0,0,0
전문·교육·자격,부동산·경매·감정평가,Asset Services,기타,"서울,경기,부산",동아대학교,전기학과,없음,無,80.0,0,0,0
재료·화학·섬유·의복,섬유·의복,없음,기타,"서울,서울,경기",동덕여자대학교,디자인학과,없음,無,72.59661835748793,0,0,0
IT·게임,웹프로그래머,"자바,JSP,Servlet,struts,WSED,Websphere,UML,XML,Visual C++",기타,"서울,경기,경기",세종대학교,컴퓨터공학과,없음,無,70.0,0,0,0
영업·판매·TM,해외영업,"야간대, 무역, 영업",기타,"서울,경기,",성신여자대학교,영문학과,없음,無,70.0,0,0,0
IT·게임,웹프로그래머,"Web 프로그래머,Java,JSP,EJB,Servlet,Oracle,OCP,SI,CRM,KMS,분석설계",기타,"서울,기타,기타",성균관대학교,물리학과,TOEIC,有,71.03946637020567,0,0,0
IT·게임,서버·네트워크·보안,없음,기타,"서울,경기,",호남대학교,컴퓨터공학과,없음,無,80.0,0,0,0
건설·기계·전기·전자,CAD·CAM,"설계,CAD,자재관리,영업관리",기타,"서울,경기,",전주대학교,도시공학과,없음,無,72.2707423580786,0,0,0
전문·교육·자격,교육·교사·교수·강사,"일반사회 , 가정 , 정교사 , 기간제 , 강사 ,  안산 ,  안양 , 수원 , 부천 , 전주",기타,"경기,서울,전북",전주대학교,교육학과,없음,有,80.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"MD,기획,웹기획,사무,웹디자인,일반사무,",기타,"서울,경남,",동서대학교,미디어학과,없음,有,80.0,0,8,240
건설·기계·전기·전자,전기·전자·제어,컴퓨터,정규직,"충북,충북,",서원대학교,컴퓨터공학과,없음,無,90.0,6,3,2280
영업·판매·TM,해외영업,해외영업,기타,"서울,,",성균관대학교,경영학과,없음,無,70.0,0,0,0
영업·판매·TM,영업·영업기획,"Sales admin,오더관리,고객지원,수출입업무,무역,영어",기타,"서울,경기,해외",성신여자대학교,영문학과,TOEIC,無,60.0,0,0,0
IT·게임,"응용프로그래머(Unix,Linux,Java)","네트워크개발 , 서버개발",기타,"서울,경기,",동서대학교,컴퓨터공학과,없음,無,60.0,0,0,0
경영·기획·회계·사무,비서·인포메이션·수행·안내,비서,기타,"서울,경기,서울",경기대학교,식품영양,TOEIC,有,70.0,1,9,635
영업·판매·TM,해외영업,없음,기타,"서울,경기,일본",세종대학교,안경학과,TOEIC,有,70.0,1,11,695
디자인,그래픽디자인·CG,"CG,시각,편집,패키지,MAC",기타,"서울,서울,경기",동아대학교,산업디자인학과,없음,有,70.0,0,0,0
IT·게임,"응용프로그래머(Unix,Linux,Java)",",응용프로그래머,MSSQL,시스템프로그래머,데이터베이스,unix직,JAVA,C++,VisualBasic,시스템프로그래머",정규직,"서울,경기,",수원대학교,컴퓨터공학과,TOEIC,有,71.10878661087867,5,0,1825
경영·기획·회계·사무,비서·인포메이션·수행·안내,"전문비서,변호사,SAP,워드,",기타,"서울,서울,경기",동덕여자대학교,식품영양,없음,有,60.0,0,0,0
기술·과학·산업,연구개발·R&D,"분석,기기,VOC,포름알데히드",기타,"경기,서울,",수원대학교,환경공학과,없음,有,70.0,0,0,0
경영·기획·회계·사무,경리·회계,회계.세무,기타,"전남,전북,충남",전주대학교,경제학과,없음,有,70.0,0,0,0
전문·교육·자격,부동산·경매·감정평가,"부동산사업분석,부동산개발기획,부동산컨설팅,공인중개사",기타,"서울,경기,",수원대학교,도시공학과,없음,無,71.10878661087867,0,0,0
영업·판매·TM,영업·영업기획,"마케팅,영업관리,영업기획,매장관리,유통관리",기타,"서울,경기,",세명대학교,신학과,없음,無,50.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,기획,기타,"서울,경기,",세종대학교,안경학과,없음,無,60.0,0,0,0
IT·게임,웹프로그래머,"OCP , JAVA , JSP , DBA , 웹프로그래머",기타,"서울,경기,",상지대학교,전산학과,없음,有,70.47819971870605,0,0,0
영업·판매·TM,텔레마케팅(인/아웃바운드TM),"helpdesk,cs마스터",기타,"서울,,",성신여자대학교,전산학과,TOEIC,有,70.0,0,0,0
디자인,캐릭터·애니메이션,없음,"계약직, 해외취업, 파견직, ","서울,경기,강원",동덕여자대학교,독일학과,없음,無,80.0,9,0,3285
경영·기획·회계·사무,사무·총무·법무,사무,기타,"서울,제주,경기",제주대학교,영문학과,없음,無,80.0,0,0,0
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사기획,인사통합,기업교육,기획",정규직,"경기,서울,경기",성균관대학교,심리학과,없음,無,70.0,19,0,6935
IT·게임,웹프로그래머,"java,servlet,jsp,xml,웹프로그래머,응용프로그래머,scjp,건설,erp,토목,ejb",기타,"서울,,",광주대학교,건설학과,없음,有,70.0,0,0,0
디자인,그래픽디자인·CG,"편집디자인 , Photoshop , Character , Mac , CAD",기타,"서울,서울,서울",호원대학교,시각학과,없음,無,90.0,0,0,0
재료·화학·섬유·의복,섬유·의복,"디자인,색채,컬러리스트,그래픽,MD,환경,일러스트,악세사리,용품,모자디자인",정규직,"미국,서울,경기",성균관대학교,시각학과,TOEIC,有,60.0,6,0,2190
경영·기획·회계·사무,무역·수출입·운송사무,"수출입, 영업관리",기타,"서울,경기,",동덕여자대학교,일본학과,TOEIC,有,90.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"기획,관리, 인사, 포토샵, 편집",기타,"서울,서울,서울",성신여자대학교,사회학과,없음,有,70.0,0,0,0
영업·판매·TM,영업·영업기획,"영업,관리,패션,마케팅,판촉,유통,주5일,교사",기타,"서울,경기,부산",성균관대학교,국어국문학과,TOEIC,有,60.0,0,0,0
경영·기획·회계·사무,광고·홍보,"프로모션,홍보,경영분석,조직관리",정규직,"서울,제주,해외",한성대학교,무역학과,없음,有,70.0,9,0,3285
디자인,그래픽디자인·CG,"산업디자인 , 시각디자인 , 그래픽디자인 ,",기타,"서울,경기,",용인대학교,산업디자인학과,없음,有,80.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,상품기획,기타,"서울,경기,",세종대학교,통계학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"사업기획,마케팅,무역,관리,영업관리",정규직,"서울,서울,서울",동의대학교,체육학과,TOEIC,有,80.0,8,1,2950
재료·화학·섬유·의복,섬유·의복,"디스 플레이,머쳔다이져",기타,"서울,경기,",한성대학교,디자인학과,TOEIC,無,70.0,0,0,0
영업·판매·TM,해외영업,"중국어,비지니스영어,AUTO CAD,EXCEL,POWERPOINT,MS-WORD,인터넷",기타,"서울,중국,기타",한성대학교,산업학과,HSK,有,70.0,0,0,0
재료·화학·섬유·의복,제약·의약,"약사,마케팅,CRA,RA",기타,"서울,,",이화여자대학교,제약학과,없음,有,60.0,0,0,0
건설·기계·전기·전자,건설·토목·건축설비,"임목폐기물,토목,현장기사",기타,"전북,대전,서울",군산대학교,환경공학과,없음,無,73.31560283687944,0,0,0
경영·기획·회계·사무,경영·기획·전략,"상품기획,MD,마케팅",기타,"서울,,",세종대학교,경제학과,없음,無,60.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"photoShop,경영,경영지원,관리,구매,더존,문서수발,문서작성,복리후생,비품관리,사무,사무행정,엑셀,워드,일반사무,총무,출납,파워포인트,OA",정규직,"서울,서울,서울",한성대학교,무역학과,없음,無,80.0,3,1,1125
경영·기획·회계·사무,사무·총무·법무,영어,"정규직, 계약직","서울,해외,",이화여자대학교,영문학과,없음,無,50.0,5,0,1825
경영·기획·회계·사무,경영·기획·전략,MD,기타,"서울,서울,경기",성균관대학교,경영학과,없음,無,80.0,0,0,0
경영·기획·회계·사무,비서·인포메이션·수행·안내,"비서,영어,ms-office,",기타,"서울,서울,서울",이화여자대학교,매체학과,TOEIC,無,70.0,0,0,0
문화·예술·신문·방송,영상·음향·사진·카메라,"촬영,편집디자인,photoShop",기타,"서울,경기,기타",광주대학교,기타,없음,有,70.0,0,0,0
경영·기획·회계·사무,구매·자재사무,"구매,자재,총무",기타,"충북,대전,충북",서원대학교,통계학과,없음,有,70.0,0,0,0
전문·교육·자격,외국어·번역·통역,없음,계약직,"서울,경기,기타",중앙대학교,영문학과,없음,有,90.0,2,4,850
경영·기획·회계·사무,경리·회계,없음,기타,"서울,서울,서울",성균관대학교,경제학과,없음,有,80.0,0,0,0
재료·화학·섬유·의복,에너지·환경,"환경,수질,대기,폐기물",기타,"경기,서울,기타",상지대학교,환경공학과,없음,無,80.0,0,0,0
경영·기획·회계·사무,물류·유통관리,"항공수출오퍼레이션, 해운수입오퍼레이션",기타,"서울,서울,서울",세명대학교,영문학과,없음,無,90.0,0,0,0
영업·판매·TM,해외영업,"해외영업,해외지사,해외시장개척,해외사업,스페인어,영어,일본어","정규직, 계약직, 해외취업, ","해외,,",동아대학교,화학과,TOEIC,無,71.17144600366076,12,3,4470
건설·기계·전기·전자,기계·기계설계·기계설비,"CAD,CAM,CAE(structure&Vibration),Motor control,PLC제어,개발,전기전자,일본어",기타,"전국,해외,기타",한밭대학교,전기학과,없음,有,70.0,0,0,0
건설·기계·전기·전자,전기·전자·제어,"전기전자통신, 통신기술,교육,교사",기타,"부산,인천,서울",동의대학교,전파학과,없음,有,70.0,0,0,0
디자인,그래픽디자인·CG,"2D디자인,포토샵,일러스트,",기타,"경기,서울,",성균관대학교,산업디자인학과,없음,無,80.0,0,0,0
영업·판매·TM,영업관리·영업지원,"영업,기획,MD,유통",기타,"서울,인천,경기",세종대학교,항공학과,TOEIC,無,80.0,0,0,0
건설·기계·전기·전자,전기·전자·제어,"광전송장비 , NEWORK 운용 및 구축",기타,"대전,서울,대구",한밭대학교,전파학과,없음,無,40.0,0,0,0
IT·게임,웹프로그래머,"웹기획,웹마스터,몰마스터,웹프로그램",기타,"서울,해외,해외",한성대학교,전산학과,없음,有,80.0,0,0,0
경영·기획·회계·사무,비서·인포메이션·수행·안내,"비서,경력,영어",기타,"서울,경기,인천",수원대학교,생물학과,없음,無,70.0,0,0,0
전문·교육·자격,기타 전문·교육·자격,기타 서비스,기타,"부산,경남,울산",동서대학교,중문학과,없음,無,60.0,0,0,0
